Country,Month,Reported cases of acute respiratory infections,Reported cases of severe acute respiratory infections,Reported cases of influenza-like illnesses,Reported deaths caused by severe acute respiratory infections,Reported cases of influenza-like illness per thousand outpatients,Reported cases of severe acute respiratory illness per thousand outpatients,A H1N12009 - Sentinel surveillance,A H1N12009 - Non-sentinel surveillance,A H1N12009 - Undefined surveillance,A H1N12009 - All types of surveillance,A H1 - Sentinel surveillance,A H1 - Non-sentinel surveillance,A H1 - Undefined surveillance,A H1 - All types of surveillance,A H3 - Sentinel surveillance,A H3 - Non-sentinel surveillance,A H3 - Undefined surveillance,A H3 - All types of surveillance,A H5 - Sentinel surveillance,A H5 - Non-sentinel surveillance,A H5 - Undefined surveillance,A H5 - All types of surveillance,A H7N9 - Sentinel surveillance,A H7N9 - Non-sentinel surveillance,A H7N9 - Undefined surveillance,A H7N9 - All types of surveillance,A (unknown subtype) - Sentinel surveillance,A (unknown subtype) - Non-sentinel surveillance,A (unknown subtype) - Undefined surveillance,A (unknown subtype) - All types of surveillance,Influenza A - Sentinel surveillance,Influenza A - Non-sentinel surveillance,Influenza A - Undefined surveillance,Influenza A - All types of surveillance,B Yamagata - Sentinel surveillance,B Yamagata - Non-sentinel surveillance,B Yamagata - Undefined surveillance,B Yamagata - All types of surveillance,B Victoria - Sentinel surveillance,B Victoria - Non-sentinel surveillance,B Victoria - Undefined surveillance,B Victoria - All types of surveillance,B (unknown lineage)  - Sentinel surveillance,B (unknown lineage) - Non-sentinel surveillance,B (unknown lineage) - Undefined surveillance,B (unknown lineage) - All types of surveillance,Influenza B - Sentinel surveillance,Influenza B - Non-sentinel surveillance,Influenza B - Undefined surveillance,Influenza B - All types of surveillance,All strains - Sentinel surveillance,All strains - Non-sentinel surveillance,All strains - Undefined surveillance,All strains - All types of surveillance,Sentinel surveillance,Non-sentinel surveillance,Undefined surveillance,All types of surveillance,Share of positive tests - Sentinel surveillance,Share of positive tests - Non-sentinel surveillance,Share of positive tests - Undefined surveillance,Share of positive tests - All types of surveillance,A H1N12009,A H1,A H3,A H5,A H7N9,A (unknown subtype),All Influenza A,B Victoria,B Yamagata,B (unknown lineage),All Influenza B,A H1N12009,A H1,A H3,A H5,A H7N9,A (unknown subtype),All Influenza A,B Victoria,B Yamagata,B (unknown lineage),All Influenza B,A H1N12009,A H1,A H3,A H5,A H7N9,A (unknown subtype),All Influenza A,B Victoria,B Yamagata,B (unknown lineage),All Influenza B,A H1N12009,A H1,A H3,A H5,A H7N9,A (unknown subtype) ,All Influenza A,B Victoria,B Yamagata,B (unknown lineage),All Influenza B,reported_sari_icu,outpatients_ari,outpatientssari,outpatients_ili,outpatientssari_deaths,outpatientssari_icu,inpatientsari,inpatients_sari,inpatientsili,inpatientssari_deaths,inpatients_sari_icu,spec_processed_nbnonsentinel,spec_processed_nbnotdefined,spec_processed_nbsentinel,spec_received_nbnonsentinel,spec_received_nbnotdefined,spec_received_nbsentinel,spec_processed_nbcombined,spec_received_nbcombined,ari_cases_per_thousand_outpatients
United States,2012-12-01,,,158919,,44.23082237243652,,,,301,301,,,,,,,15152,15152,,,0,0,,,,,,,6556,6556,,,22009,22009,,,,,,,,,,,4855,4855,,,4855,4855,,,26864,26864,,,,,,,34.89803924560547,34.89803924560547,301,0,15152,0,0,6556,,0,0,4855,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,301,0,15152,0,0,6556,,0,0,4855,,,,,3692988.0,,,,,,,,,76123.0,,,76123,,76123.0,76123,
United States,2013-01-01,,,141730,,43.07149314880371,,,,460,460,,,,,,,11282,11282,,,0,0,,,,,,,5870,5870,,,17612,17612,,,,,,,,,,,4390,4390,,,4390,4390,,,22002,22002,,,,,,,30.641435623168945,30.641435623168945,460,0,11282,0,0,5870,,0,0,4390,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,460,0,11282,0,0,5870,,0,0,4390,,,,,3282279.0,,,,,,,,,71175.0,,,71175,,71175.0,71175,
United States,2013-02-01,,,86990,,28.394234657287598,,,,313,313,,,,,,,2919,2919,,,0,0,,,,,,,1844,1844,,,5076,5076,,,,,,,,,,,4213,4213,,,4213,4213,,,9289,9289,,,,,,,20.615721225738525,20.615721225738525,313,0,2919,0,0,1844,,0,0,4213,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,313,0,2919,0,0,1844,,0,0,4213,,,,,3061592.0,,,,,,,,,44624.0,,,44624,,44624.0,44624,
United States,2013-03-01,,,65147,,22.553346633911133,,,,162,162,,,,,,,760,760,,,0,0,,,,,,,620,620,,,1542,1542,,,,,,,,,,,3727,3727,,,3727,3727,,,5269,5269,,,,,,,16.20006561279297,16.20006561279297,162,0,760,0,0,620,,0,0,3727,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,162,0,760,0,0,620,,0,0,3727,,,,,2884212.0,,,,,,,,,32216.0,,,32216,,32216.0,32216,
United States,2013-04-01,,,48902,,13.987145042419433,,,,150,150,,,,,,,375,375,,,0,0,,,,,,,282,282,,,807,807,,,,,,,,,,,1843,1843,,,1843,1843,,,2650,2650,,,,,,,9.78537540435791,9.78537540435791,150,0,375,0,0,282,,0,0,1843,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,150,0,375,0,0,282,,0,0,1843,,,,,3488913.0,,,,,,,,,26154.0,,,26154,,26154.0,26154,
United States,2013-05-01,,,27794,,11.591796875,,,,50,50,,,,,,,92,92,,,0,0,,,,,,,95,95,,,237,237,,,,,,,,,,,495,495,,,495,495,,,732,732,,,,,,,5.118133187294006,5.118133187294006,50,0,92,0,0,95,,0,0,495,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,50,0,92,0,0,95,,0,0,495,,,,,2395732.0,,,,,,,,,14174.0,,,14174,,14174.0,14174,
United States,2013-06-01,,,21369,,9.853349924087524,,,,41,41,,,,,,,39,39,,,0,0,,,,,,,121,121,,,201,201,,,,,,,,,,,214,214,,,214,214,,,415,415,,,,,,,3.5792150497436523,3.5792150497436523,41,0,39,0,0,121,,0,0,214,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,41,0,39,0,0,121,,0,0,214,,,,,2168023.0,,,,,,,,,11462.0,,,11462,,11462.0,11462,
United States,2013-07-01,,,21228,,8.44932975769043,,,,36,36,,,,,,,75,75,,,0,0,,,,,,,147,147,,,258,258,,,,,,,,,,,79,79,,,79,79,,,337,337,,,,,,,3.029601049423218,3.029601049423218,36,0,75,0,0,147,,0,0,79,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,36,0,75,0,0,147,,0,0,79,,,,,2517101.0,,,,,,,,,11101.0,,,11101,,11101.0,11101,
United States,2013-08-01,,,17393,,8.526750802993774,,,,75,75,,,,,,,21,21,,,0,0,,,,,,,168,168,,,264,264,,,,,,,,,,,35,35,,,35,35,,,299,299,,,,,,,3.2392519116401672,3.2392519116401672,75,0,21,0,0,168,,0,0,35,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,75,0,21,0,0,168,,0,0,35,,,,,2038939.0,,,,,,,,,9024.0,,,9024,,9024.0,9024,
United States,2013-09-01,,,36255,,12.088752174377442,,,,216,216,,,,,,,39,39,,,0,0,,,,,,,330,330,,,585,585,,,,,,,,,,,89,89,,,89,89,,,674,674,,,,,,,3.7970691204071043,3.7970691204071043,216,0,39,0,0,330,,0,0,89,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,216,0,39,0,0,330,,0,0,89,,,,,3071492.0,,,,,,,,,17712.0,,,17712,,17712.0,17712,
United States,2013-10-01,,,45738,,13.12063455581665,,,,230,230,,,,,,,73,73,,,0,0,,,,,,,456,456,,,759,759,,,,,,,,,,,108,108,,,108,108,,,867,867,,,,,,,3.9579927921295166,3.9579927921295166,230,0,73,0,0,456,,0,0,108,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,230,0,73,0,0,456,,0,0,108,,,,,3483746.0,,,,,,,,,21819.0,,,21819,,21819.0,21819,
United States,2013-11-01,,,56584,,17.375970125198364,,,,1297,1297,,,,,,,101,101,,,0,0,,,,,,,905,905,,,2303,2303,,,,,,,,,,,177,177,,,177,177,,,2480,2480,,,,,,,8.676054239273071,8.676054239273071,1297,0,101,0,0,905,,0,0,177,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,1297,0,101,0,0,905,,0,0,177,,,,,3300772.0,,,,,,,,,28415.0,,,28415,,28415.0,28415,
United States,2013-12-01,,,118761,,32.54655494689941,,,,9937,9937,,,,,,,244,244,,,0,0,,,,,,,6307,6307,,,16488,16488,,,,,,,,,,,347,347,,,347,347,,,16835,16835,,,,,,,25.13218765258789,25.13218765258789,9937,0,244,0,0,6307,,0,0,347,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,9937,0,244,0,0,6307,,0,0,347,,,,,3769887.0,,,,,,,,,64321.0,,,64321,,64321.0,64321,
United States,2014-01-01,,,105721,,32.27393627166748,,,,10187,10187,,,,,,,406,406,,,0,0,,,,,,,4110,4110,,,14703,14703,,,,,,,,,,,497,497,,,497,497,,,15200,15200,,,,,,,24.49518871307373,24.49518871307373,10187,0,406,0,0,4110,,0,0,497,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,10187,0,406,0,0,4110,,0,0,497,,,,,3274955.0,,,,,,,,,61470.0,,,61470,,61470.0,61470,
United States,2014-02-01,,,72538,,22.430888175964355,,,,3702,3702,,,,,,,376,376,,,0,0,,,,,,,1568,1568,,,5646,5646,,,,,,,,,,,854,854,,,854,854,,,6500,6500,,,,,,,14.889845848083496,14.889845848083496,3702,0,376,0,0,1568,,0,0,854,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,3702,0,376,0,0,1568,,0,0,854,,,,,3238540.0,,,,,,,,,42863.0,,,42863,,42863.0,42863,
United States,2014-03-01,,,73252,,18.343543243408202,,,,1139,1139,,,,,,,762,762,,,0,0,,,,,,,844,844,,,2745,2745,,,,,,,,,,,1950,1950,,,1950,1950,,,4695,4695,,,,,,,12.044940567016601,12.044940567016601,1139,0,762,0,0,844,,0,0,1950,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,1139,0,762,0,0,844,,0,0,1950,,,,,3993555.0,,,,,,,,,39245.0,,,39245,,39245.0,39245,
United States,2014-04-01,,,46449,,14.857772588729858,,,,102,102,,,,,,,731,731,,,0,0,,,,,,,533,533,,,1366,1366,,,,,,,,,,,1798,1798,,,1798,1798,,,3164,3164,,,,,,,13.18189525604248,13.18189525604248,102,0,731,0,0,533,,0,0,1798,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,102,0,731,0,0,533,,0,0,1798,,,,,3118637.0,,,,,,,,,23920.0,,,23920,,23920.0,23920,
United States,2014-05-01,,,35149,,12.803198099136353,,,,17,17,,,,,,,432,432,,,0,0,,,,,,,338,338,,,787,787,,,,,,,,,,,1051,1051,,,1051,1051,,,1838,1838,,,,,,,9.455016613006592,9.455016613006592,17,0,432,0,0,338,,0,0,1051,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,17,0,432,0,0,338,,0,0,1051,,,,,2741152.0,,,,,,,,,19325.0,,,19325,,19325.0,19325,
United States,2014-06-01,,,31704,,10.593927574157714,,,,9,9,,,,,,,345,345,,,0,0,,,,,,,197,197,,,551,551,,,,,,,,,,,553,553,,,553,553,,,1104,1104,,,,,,,6.014892292022705,6.014892292022705,9,0,345,0,0,197,,0,0,553,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,9,0,345,0,0,197,,0,0,553,,,,,2985676.0,,,,,,,,,18098.0,,,18098,,18098.0,18098,
United States,2014-07-01,,,19951,,8.41103982925415,,,,6,6,,,,,,,167,167,,,0,0,,,,,,,102,102,,,275,275,,,,,,,,,,,172,172,,,172,172,,,447,447,,,,,,,3.861657440662384,3.861657440662384,6,0,167,0,0,102,,0,0,172,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,6,0,167,0,0,102,,0,0,172,,,,,2371834.0,,,,,,,,,11547.0,,,11550,,11547.0,11550,
United States,2014-08-01,,,20669,,8.42655599117279,,,,13,13,,,,,,,196,196,,,0,0,,,,,,,84,84,,,293,293,,,,,,,,,,,137,137,,,137,137,,,430,430,,,,,,,3.21564120054245,3.21564120054245,13,0,196,0,0,84,,0,0,137,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,13,0,196,0,0,84,,0,0,137,,,,,2451151.0,,,,,,,,,13280.0,,,13280,,13280.0,13280,
United States,2014-09-01,,,40514,,11.837003707885742,,,,17,17,,,,,,,371,371,,,0,0,,,,,,,246,246,,,634,634,,,,,,,,,,,286,286,,,286,286,,,920,920,,,,,,,2.974685478210449,2.974685478210449,17,0,371,0,0,246,,0,0,286,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,17,0,371,0,0,246,,0,0,286,,,,,3406248.0,,,,,,,,,30346.0,,,30346,,30346.0,30346,
United States,2014-10-01,,,48388,,14.140799760818481,,,,21,21,,,,,,,858,858,,,0,0,,,,,,,828,828,,,1707,1707,,,,,,,,,,,586,586,,,586,586,,,2293,2293,,,,,,,5.008642077445984,5.008642077445984,21,0,858,0,0,828,,0,0,586,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,21,0,858,0,0,828,,0,0,586,,,,,3420720.0,,,,,,,,,45675.0,,,45675,,45675.0,45675,
United States,2014-11-01,,,63089,,19.939592838287354,,,,27,27,,,,,,,3677,3677,,,0,0,,,,,,,4229,4229,,,7933,7933,,,,,,,,,,,665,665,,,665,665,,,8598,8598,,,,,,,13.417699813842773,13.417699813842773,27,0,3677,0,0,4229,,0,0,665,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,27,0,3677,0,0,4229,,0,0,665,,,,,3225563.0,,,,,,,,,61364.0,,,61364,,61364.0,61364,
United States,2014-12-01,,,168576,,44.08124771118164,,,,41,41,,,,,,,21872,21872,,,0,0,,,,,,,26150,26150,,,48063,48063,,,,,,,,,,,1683,1683,,,1683,1683,,,49746,49746,,,,,,,28.246017837524413,28.246017837524413,41,0,21872,0,0,26150,,0,0,1683,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,41,0,21872,0,0,26150,,0,0,1683,,,,,3943625.0,,,,,,,,,172329.0,,,172329,,172329.0,172329,
United States,2015-01-01,,,128056,,40.25996971130371,,,,32,32,,,,,,,16877,16877,,,0,0,,,,,,,13838,13838,,,30747,30747,,,,0,,,,0,,,1999,1999,,,1999,1999,,,32746,32746,,,,,,,23.2838077545166,23.2838077545166,32,0,16877,0,0,13838,,0,0,1999,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,32,0,16877,0,0,13838,,0,0,1999,,,,,3180656.0,,,,,,,,,140278.0,,,140278,,140278.0,140278,
United States,2015-02-01,,,95121,,29.434489727020264,,,,45,45,,,,,,,6659,6659,,,0,0,,,,,,,5593,5593,,,12297,12297,,,,0,,,,0,,,3728,3728,,,3728,3728,,,16025,16025,,,,,,,15.289042472839355,15.289042472839355,45,0,6659,0,0,5593,,0,0,3728,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,45,0,6659,0,0,5593,,0,0,3728,,,,,3227877.0,,,,,,,,,103149.0,,,103149,,103149.0,103149,
United States,2015-03-01,,,85596,,21.436603164672853,,,,25,25,,,,,,,1967,1967,,,0,0,,,,,,,1580,1580,,,3572,3572,,,,0,,,,0,,,7424,7424,,,7424,7424,,,10996,10996,,,,,,,12.027438545227051,12.027438545227051,25,0,1967,0,0,1580,,0,0,7424,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,25,0,1967,0,0,1580,,0,0,7424,,,,,3991572.0,,,,,,,,,90783.0,,,90783,,90783.0,90783,
United States,2015-04-01,,,48631,,15.58840036392212,,,,25,25,,,,,,,227,227,,,0,0,,,,,,,263,263,,,515,515,,,,0,,,,0,,,3466,3466,,,3466,3466,,,3981,3981,,,,,,,7.6425535678863525,7.6425535678863525,25,0,227,0,0,263,,0,0,3466,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,25,0,227,0,0,263,,0,0,3466,,,,,3116590.0,,,,,,,,,50771.0,,,50771,,50771.0,50771,
United States,2015-05-01,,,38324,,13.79289436340332,,,,5,5,,,,,,,69,69,,,0,0,,,,,,,85,85,,,159,159,,,,0,,,,0,,,1285,1285,,,1285,1285,,,1444,1444,,,,,,,4.033128917217255,4.033128917217255,5,0,69,0,0,85,,0,0,1285,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,5,0,69,0,0,85,,0,0,1285,,,,,2772253.0,,,,,,,,,35131.0,,,35131,,35131.0,35131,
United States,2015-06-01,,,31879,,10.759832191467286,,,,5,5,,,,,,,200,200,,,0,0,,,,,,,131,131,,,336,336,,,,0,,,,0,,,437,437,,,437,437,,,773,773,,,,,,,2.506139802932739,2.506139802932739,5,0,200,0,0,131,,0,0,437,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,5,0,200,0,0,131,,0,0,437,,,,,2956899.0,,,,,,,,,30634.0,,,30634,,30634.0,30634,
United States,2015-07-01,,,19908,,8.55917477607727,,,,11,11,,,,,,,153,153,,,0,0,,,,,,,72,72,,,236,236,,,,0,,,,0,,,106,106,,,106,106,,,342,342,,,,,,,1.7170470356941223,1.7170470356941223,11,0,153,0,0,72,,0,0,106,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,11,0,153,0,0,72,,0,0,106,,,,,2325105.0,,,,,,,,,19874.0,,,19874,,19874.0,19874,
United States,2015-08-01,,,26748,,9.088852500915527,,,,15,15,,,,,,,241,241,,,0,0,,,,,,,149,149,,,405,405,,,,0,,,,0,,,93,93,,,93,93,,,498,498,,,,,,,1.8976418256759644,1.8976418256759644,15,0,241,0,0,149,,0,0,93,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,15,0,241,0,0,149,,0,0,93,,,,,2940446.0,,,,,,,,,26057.0,,,26057,,26057.0,26057,
United States,2015-09-01,,,28016,,12.110095024108887,,,,10,10,,,,,,,190,190,,,0,0,,,,,,,192,192,,,392,392,,,,0,,,,0,,,126,126,,,126,126,,,518,518,,,,,,,1.9230360090732574,1.9230360090732574,10,0,190,0,0,192,,0,0,126,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,10,0,190,0,0,192,,0,0,126,,,,,2313647.0,,,,,,,,,26954.0,,,26954,,26954.0,26954,
United States,2015-10-01,,,43643,,13.333494663238525,,28,,,28,,,,,187,,,187,,,,0,,,,,9,395,,404,224,395,,619,7,,,7,7,,,7,34,201,,235,48,201,,249,272,596,,868,4461,51522,,55983,5.768340110778809,1.1422564387321472,,1.529065728187561,28,0,187,0,0,404,,7,7,235,,28,0,187,0,0,9,,7,7,34,,0,0,0,0,0,395,,0,0,201,,0,0,0,0,0,0,,0,0,0,,,,,3272370.0,,,,,,,,52118.0,,4733.0,52118.0,,4733.0,56851.0,56851,
United States,2015-11-01,,,65413,,16.511406326293944,,76,,,76,,,,,159,,,159,,,,0,,,,,9,567,,576,244,567,,811,31,,,31,11,,,11,36,425,,461,78,425,,503,322,992,,1314,6701,75428,,82129,4.583881473541259,1.2958328008651734,,1.5707797527313232,76,0,159,0,0,576,,11,31,461,,76,0,159,0,0,9,,11,31,36,,0,0,0,0,0,567,,0,0,425,,0,0,0,0,0,0,,0,0,0,,,,,3992067.0,,,,,,,,76420.0,,7023.0,76420.0,,7023.0,83443.0,83443,
United States,2015-12-01,,,60863,,21.565787315368652,,342,,,342,,,,,165,,,165,,,,0,,,,,5,868,,873,512,868,,1380,93,,,93,18,,,18,46,664,,710,157,664,,821,669,1532,,2201,5054,68242,,73296,11.780110001564026,2.183457851409912,,2.895099461078644,342,0,165,0,0,873,,18,93,710,,342,0,165,0,0,5,,18,93,46,,0,0,0,0,0,868,,0,0,664,,0,0,0,0,0,0,,0,0,0,,,,,2865276.0,,,,,,,,69774.0,,5723.0,69774.0,,5723.0,75497.0,75497,
United States,2016-01-01,,,64844,,20.69951820373535,,1375,,,1375,,,,,417,,,417,,,,0,,,,,35,2718,,2753,1827,2718,,4545,299,,,299,88,,,88,203,1135,,1338,590,1135,,1725,2417,3853,,6270,5686,74211,,79897,29.13395118713379,4.907393157482147,,7.21155047416687,1375,0,417,0,0,2753,,88,299,1338,,1375,0,417,0,0,35,,88,299,203,,0,0,0,0,0,2718,,0,0,1135,,0,0,0,0,0,0,,0,0,0,,,,,3130705.0,,,,,,,,78064.0,,8103.0,78064.0,,8103.0,86167.0,86167,
United States,2016-02-01,,,119902,,28.799558258056642,,6461,,,6461,,,,,1208,,,1208,,,,0,,,,,109,16905,,17014,7778,16905,,24683,1388,,,1388,535,,,535,864,5448,,6312,2787,5448,,8235,10565,22353,,32918,8500,116896,,125396,54.015332794189455,15.451089859008789,,20.084291839599608,6461,0,1208,0,0,17014,,535,1388,6312,,6461,0,1208,0,0,109,,535,1388,864,,0,0,0,0,0,16905,,0,0,5448,,0,0,0,0,0,0,,0,0,0,,,,,4155937.0,,,,,,,,139249.0,,19065.0,139249.0,,19065.0,158314.0,158314,
United States,2016-03-01,,,96551,,29.984426021575928,,5552,,,5552,,,,,904,,,904,,,,0,,,,,123,18610,,18733,6579,18610,,25189,1029,,,1029,560,,,560,824,6974,,7798,2413,6974,,9387,8992,25584,,34576,6642,103194,,109836,56.49912166595459,19.57867193222046,,23.56095552444458,5552,0,904,0,0,18733,,560,1029,7798,,5552,0,904,0,0,123,,560,1029,824,,0,0,0,0,0,18610,,0,0,6974,,0,0,0,0,0,0,,0,0,0,,,,,3205753.0,,,,,,,,128778.0,,15634.0,128778.0,,15634.0,144412.0,144412,
United States,2016-04-01,,,62233,,19.87887954711914,,1360,,,1360,,,,,477,,,477,,,,0,,,,,70,5301,,5371,1907,5301,,7208,607,,,607,358,,,358,573,5226,,5799,1538,5226,,6764,3445,10527,,13972,4355,72965,,77320,43.61238765716553,12.465144634246826,,15.118504762649536,1360,0,477,0,0,5371,,358,607,5799,,1360,0,477,0,0,70,,358,607,573,,0,0,0,0,0,5301,,0,0,5226,,0,0,0,0,0,0,,0,0,0,,,,,3129235.0,,,,,,,,83492.0,,7800.0,83492.0,,7800.0,91292.0,91292,
United States,2016-05-01,,,48682,,14.442819213867187,,185,,,185,,,,,255,,,255,,,,0,,,,,11,1152,,1163,451,1152,,1603,270,,,270,139,,,139,231,2623,,2854,640,2623,,3263,1091,3775,,4866,2990,59898,,62888,25.548027801513673,5.679257822036743,,6.871126365661621,185,0,255,0,0,1163,,139,270,2854,,185,0,255,0,0,11,,139,270,231,,0,0,0,0,0,1152,,0,0,2623,,0,0,0,0,0,0,,0,0,0,,,,,3354296.0,,,,,,,,63673.0,,4081.0,63673.0,,4081.0,67754.0,67754,
United States,2016-06-01,,,25167,,10.562466144561768,,20,,,20,,,,,73,,,73,,,,0,,,,,4,199,,203,97,199,,296,47,,,47,27,,,27,34,435,,469,108,435,,543,205,634,,839,1328,30617,,31945,13.657043695449829,1.9460555613040924,,2.485606849193573,20,0,73,0,0,203,,27,47,469,,20,0,73,0,0,4,,27,47,34,,0,0,0,0,0,199,,0,0,435,,0,0,0,0,0,0,,0,0,0,,,,,2378075.0,,,,,,,,31251.0,,1533.0,31251.0,,1533.0,32784.0,32784,
United States,2016-07-01,,,19767,,8.626731872558594,,7,,,7,,,,,95,,,95,,,,0,,,,,2,92,,94,104,92,,196,40,,,40,9,,,9,14,112,,126,63,112,,175,167,204,,371,989,23746,,24735,14.439883708953857,0.8508607149124146,,1.4795593619346619,7,0,95,0,0,94,,9,40,126,,7,0,95,0,0,2,,9,40,14,,0,0,0,0,0,92,,0,0,112,,0,0,0,0,0,0,,0,0,0,,,,,2294492.0,,,,,,,,23950.0,,1157.0,23950.0,,1157.0,25107.0,25107,
United States,2016-08-01,,,26518,,9.092599678039551,,20,,,20,,,,,163,,,163,,,,0,,,,,2,223,,225,185,223,,408,31,,,31,11,,,11,11,137,,148,53,137,,190,238,360,,598,1595,30419,,32014,13.045466804504395,1.1441421627998352,,1.814701771736145,20,0,163,0,0,225,,11,31,148,,20,0,163,0,0,2,,11,31,11,,0,0,0,0,0,223,,0,0,137,,0,0,0,0,0,0,,0,0,0,,,,,2911977.0,,,,,,,,30779.0,,1850.0,30779.0,,1850.0,32629.0,32629,
United States,2016-09-01,,,28157,,12.258090496063232,,22,,,22,,,,,250,,,250,,,,0,,,,,3,334,,337,275,334,,609,14,,,14,19,,,19,29,264,,293,62,264,,326,337,598,,935,1934,35875,,37809,14.859132528305054,1.6247611343860626,,2.3939356207847595,22,0,250,0,0,337,,19,14,293,,22,0,250,0,0,3,,19,14,29,,0,0,0,0,0,334,,0,0,264,,0,0,0,0,0,0,,0,0,0,,,,,2302797.0,,,,,,,,36473.0,,2271.0,36473.0,,2271.0,38744.0,38744,
United States,2016-10-01,,,60182,,13.729501533508301,,57,,,57,,,,,554,,,554,,,,0,,,,,6,687,,693,617,687,,1304,30,,,30,33,,,33,14,476,,490,77,476,,553,694,1163,,1857,4778,73344,,78122,12.611502838134765,1.5511996030807496,,2.307238245010376,57,0,554,0,0,693,,33,30,490,,57,0,554,0,0,6,,33,30,14,,0,0,0,0,0,687,,0,0,476,,0,0,0,0,0,0,,0,0,0,,,,,4381375.0,,,,,,,,74507.0,,5472.0,74507.0,,5472.0,79979.0,79979,
United States,2016-11-01,,,60205,,18.2347149848938,,32,,,32,,,,,826,,,826,,,,0,,,,,28,1601,,1629,886,1601,,2487,10,,,10,34,,,34,46,617,,663,90,617,,707,976,2218,,3194,4461,74715,,79176,17.61046862602234,2.860948085784912,,3.836425006389618,32,0,826,0,0,1629,,34,10,663,,32,0,826,0,0,28,,34,10,46,,0,0,0,0,0,1601,,0,0,617,,0,0,0,0,0,0,,0,0,0,,,,,3320713.0,,,,,,,,76933.0,,5437.0,76933.0,,5437.0,82370.0,82370,
United States,2016-12-01,,,81899,,26.845242500305176,,93,,,93,,,,,3921,,,3921,,,,0,,,,,54,8888,,8942,4068,8888,,12956,90,,,90,144,,,144,48,1119,,1167,282,1119,,1401,4350,10007,,14357,5566,94240,,99806,41.743342876434326,8.931135654449463,,11.782656192779541,93,0,3921,0,0,8942,,144,90,1167,,93,0,3921,0,0,54,,144,90,48,,0,0,0,0,0,8888,,0,0,1119,,0,0,0,0,0,0,,0,0,0,,,,,3101274.0,,,,,,,,104247.0,,9916.0,104247.0,,9916.0,114163.0,114163,
United States,2017-01-01,,,145362,,34.126437759399415,,257,,,257,,,,,11557,,,11557,,,,0,,,,,126,29318,,29444,11940,29318,,41258,545,,,545,332,,,332,150,3411,,3561,1027,3411,,4438,12967,32729,,45696,9245,153716,,162961,58.32511444091797,17.390912437438963,,21.738323593139647,257,0,11557,0,0,29444,,332,545,3561,,257,0,11557,0,0,126,,332,545,150,,0,0,0,0,0,29318,,0,0,3411,,0,0,0,0,0,0,,0,0,0,,,,,4239547.0,,,,,,,,186445.0,,22212.0,186445.0,,22212.0,208657.0,208657,
United States,2017-02-01,,,153871,,43.48296356201172,,280,,,280,,,,,9448,,,9448,,,,0,,,,,65,33616,,33681,9793,33616,,43409,1255,,,1255,586,,,586,342,9783,,10125,2183,9783,,11966,11976,43399,,55375,7940,141764,,149704,59.744272232055664,23.290321350097656,,26.826525688171387,280,0,9448,0,0,33681,,586,1255,10125,,280,0,9448,0,0,65,,586,1255,342,,0,0,0,0,0,33616,,0,0,9783,,0,0,0,0,0,0,,0,0,0,,,,,3535212.0,,,,,,,,185163.0,,19916.0,185163.0,,19916.0,205079.0,205079,
